filename,raw_answer,parsed_place
seed0000.png,yes,yes
seed0001.png,yes,yes
seed0002.png,no,no
seed0003.png,no,no
seed0004.png,no,no
seed0005.png,no,no
seed0006.png,yes,yes
seed0007.png,no,no
seed0008.png,yes,yes
seed0009.png,no,no
seed0010.png,yes,yes
seed0011.png,no,no
seed0012.png,no,no
seed0013.png,yes,yes
seed0014.png,yes,yes
seed0015.png,no,no
seed0016.png,no,no
seed0017.png,yes,yes
seed0018.png,no,no
seed0019.png,yes,yes
seed0020.png,no,no
seed0021.png,yes,yes
seed0022.png,yes,yes
seed0023.png,yes,yes
seed0024.png,yes,yes
seed0025.png,yes,yes
seed0026.png,no,no
seed0027.png,yes,yes
seed0028.png,no,no
seed0029.png,no,no
seed0030.png,yes,yes
seed0031.png,yes,yes
seed0032.png,yes,yes
seed0033.png,yes,yes
seed0034.png,no,no
seed0035.png,no,no
seed0036.png,no,no
seed0037.png,no,no
seed0038.png,yes,yes
seed0039.png,yes,yes
seed0040.png,no,no
seed0041.png,no,no
seed0042.png,yes,yes
seed0043.png,yes,yes
seed0044.png,no,no
seed0045.png,no,no
seed0046.png,yes,yes
seed0047.png,yes,yes
seed0048.png,no,no
seed0049.png,no,no
seed0050.png,no,no
seed0051.png,yes,yes
seed0052.png,yes,yes
seed0053.png,no,no
seed0054.png,yes,yes
seed0055.png,no,no
seed0056.png,no,no
seed0057.png,yes,yes
seed0058.png,no,no
seed0059.png,no,no
seed0060.png,no,no
seed0061.png,yes,yes
seed0062.png,yes,yes
seed0063.png,yes,yes
seed0064.png,yes,yes
seed0065.png,no,no
seed0066.png,yes,yes
seed0067.png,yes,yes
seed0068.png,no,no
seed0069.png,no,no
seed0070.png,no,no
seed0071.png,no,no
seed0072.png,yes,yes
seed0073.png,no,no
seed0074.png,yes,yes
seed0075.png,yes,yes
seed0076.png,no,no
seed0077.png,no,no
seed0078.png,no,no
seed0079.png,yes,yes
seed0080.png,no,no
seed0081.png,no,no
seed0082.png,yes,yes
seed0083.png,yes,yes
seed0084.png,yes,yes
seed0085.png,no,no
seed0086.png,no,no
seed0087.png,yes,yes
seed0088.png,no,no
seed0089.png,yes,yes
seed0090.png,no,no
seed0091.png,yes,yes
seed0092.png,yes,yes
seed0093.png,no,no
seed0094.png,yes,yes
seed0095.png,yes,yes
seed0096.png,no,no
seed0097.png,no,no
seed0098.png,yes,yes
seed0099.png,yes,yes
seed0100.png,no,no
seed0101.png,no,no
seed0102.png,no,no
seed0103.png,yes,yes
seed0104.png,yes,yes
seed0105.png,no,no
seed0106.png,yes,yes
seed0107.png,yes,yes
seed0108.png,no,no
seed0109.png,yes,yes
seed0110.png,no,no
seed0111.png,no,no
seed0112.png,no,no
seed0113.png,no,no
seed0114.png,yes,yes
seed0115.png,no,no
seed0116.png,yes,yes
seed0117.png,yes,yes
seed0118.png,yes,yes
seed0119.png,yes,yes
seed0120.png,no,no
seed0121.png,yes,yes
seed0122.png,yes,yes
seed0123.png,no,no
seed0124.png,no,no
seed0125.png,no,no
seed0126.png,yes,yes
seed0127.png,yes,yes
seed0128.png,yes,yes
seed0129.png,no,no
seed0130.png,yes,yes
seed0131.png,yes,yes
seed0132.png,yes,yes
seed0133.png,no,no
seed0134.png,no,no
seed0135.png,yes,yes
seed0136.png,yes,yes
seed0137.png,no,no
seed0138.png,yes,yes
seed0139.png,yes,yes
seed0140.png,yes,yes
seed0141.png,no,no
seed0142.png,yes,yes
seed0143.png,yes,yes
seed0144.png,yes,yes
seed0145.png,yes,yes
seed0146.png,no,no
seed0147.png,no,no
seed0148.png,yes,yes
seed0149.png,yes,yes
seed0150.png,yes,yes
seed0151.png,yes,yes
seed0152.png,yes,yes
seed0153.png,yes,yes
seed0154.png,no,no
seed0155.png,yes,yes
seed0156.png,no,no
seed0157.png,no,no
seed0158.png,yes,yes
seed0159.png,yes,yes
seed0160.png,no,no
seed0161.png,no,no
seed0162.png,no,no
seed0163.png,yes,yes
seed0164.png,no,no
seed0165.png,no,no
seed0166.png,no,no
seed0167.png,yes,yes
seed0168.png,yes,yes
seed0169.png,yes,yes
seed0170.png,no,no
seed0171.png,no,no
seed0172.png,no,no
seed0173.png,yes,yes
seed0174.png,yes,yes
seed0175.png,yes,yes
seed0176.png,yes,yes
seed0177.png,no,no
seed0178.png,no,no
seed0179.png,yes,yes
seed0180.png,no,no
seed0181.png,yes,yes
seed0182.png,yes,yes
seed0183.png,yes,yes
seed0184.png,yes,yes
seed0185.png,yes,yes
seed0186.png,yes,yes
seed0187.png,yes,yes
seed0188.png,yes,yes
seed0189.png,yes,yes
seed0190.png,yes,yes
seed0191.png,yes,yes
seed0192.png,yes,yes
seed0193.png,no,no
seed0194.png,yes,yes
seed0195.png,yes,yes
seed0196.png,yes,yes
seed0197.png,yes,yes
seed0198.png,no,no
seed0199.png,yes,yes
seed0200.png,no,no
seed0201.png,no,no
seed0202.png,no,no
seed0203.png,yes,yes
seed0204.png,yes,yes
seed0205.png,yes,yes
seed0206.png,no,no
seed0207.png,yes,yes
seed0208.png,no,no
seed0209.png,yes,yes
seed0210.png,no,no
seed0211.png,yes,yes
seed0212.png,no,no
seed0213.png,yes,yes
seed0214.png,yes,yes
seed0215.png,yes,yes
seed0216.png,yes,yes
seed0217.png,yes,yes
seed0218.png,yes,yes
seed0219.png,yes,yes
seed0220.png,yes,yes
seed0221.png,yes,yes
seed0222.png,no,no
seed0223.png,yes,yes
seed0224.png,yes,yes
seed0225.png,yes,yes
seed0226.png,yes,yes
seed0227.png,yes,yes
seed0228.png,yes,yes
seed0229.png,no,no
seed0230.png,yes,yes
seed0231.png,yes,yes
seed0232.png,yes,yes
seed0233.png,no,no
seed0234.png,no,no
seed0235.png,yes,yes
seed0236.png,yes,yes
seed0237.png,yes,yes
seed0238.png,no,no
seed0239.png,yes,yes
seed0240.png,yes,yes
seed0241.png,no,no
seed0242.png,yes,yes
seed0243.png,yes,yes
seed0244.png,yes,yes
seed0245.png,yes,yes
seed0246.png,yes,yes
seed0247.png,yes,yes
seed0248.png,no,no
seed0249.png,no,no
seed0250.png,yes,yes
seed0251.png,no,no
seed0252.png,no,no
seed0253.png,no,no
seed0254.png,no,no
seed0255.png,yes,yes
seed0256.png,no,no
seed0257.png,no,no
seed0258.png,yes,yes
seed0259.png,no,no
seed0260.png,no,no
seed0261.png,no,no
seed0262.png,no,no
seed0263.png,yes,yes
seed0264.png,yes,yes
seed0265.png,yes,yes
seed0266.png,yes,yes
seed0267.png,yes,yes
seed0268.png,no,no
seed0269.png,yes,yes
seed0270.png,yes,yes
seed0271.png,yes,yes
seed0272.png,yes,yes
seed0273.png,yes,yes
seed0274.png,no,no
seed0275.png,no,no
seed0276.png,no,no
seed0277.png,yes,yes
seed0278.png,yes,yes
seed0279.png,yes,yes
seed0280.png,no,no
seed0281.png,yes,yes
seed0282.png,yes,yes
seed0283.png,no,no
seed0284.png,no,no
seed0285.png,yes,yes
seed0286.png,no,no
seed0287.png,no,no
seed0288.png,no,no
seed0289.png,no,no
seed0290.png,no,no
seed0291.png,yes,yes
seed0292.png,yes,yes
seed0293.png,yes,yes
seed0294.png,yes,yes
seed0295.png,no,no
seed0296.png,yes,yes
seed0297.png,no,no
seed0298.png,yes,yes
seed0299.png,yes,yes
seed0300.png,yes,yes
seed0301.png,yes,yes
seed0302.png,yes,yes
seed0303.png,no,no
seed0304.png,no,no
seed0305.png,yes,yes
seed0306.png,no,no
seed0307.png,yes,yes
seed0308.png,no,no
seed0309.png,yes,yes
seed0310.png,yes,yes
seed0311.png,yes,yes
seed0312.png,yes,yes
seed0313.png,yes,yes
seed0314.png,no,no
seed0315.png,no,no
seed0316.png,no,no
seed0317.png,no,no
seed0318.png,no,no
seed0319.png,yes,yes
seed0320.png,yes,yes
seed0321.png,no,no
seed0322.png,no,no
seed0323.png,yes,yes
seed0324.png,no,no
seed0325.png,yes,yes
seed0326.png,yes,yes
seed0327.png,no,no
seed0328.png,no,no
seed0329.png,yes,yes
seed0330.png,no,no
seed0331.png,no,no
seed0332.png,yes,yes
seed0333.png,no,no
seed0334.png,yes,yes
seed0335.png,no,no
seed0336.png,no,no
seed0337.png,no,no
seed0338.png,no,no
seed0339.png,yes,yes
seed0340.png,yes,yes
seed0341.png,no,no
seed0342.png,no,no
seed0343.png,yes,yes
seed0344.png,yes,yes
seed0345.png,yes,yes
seed0346.png,no,no
seed0347.png,yes,yes
