filename,raw_answer,parsed_place
seed0000.png,yes,yes
seed0001.png,no,no
seed0002.png,yes,yes
seed0003.png,yes,yes
seed0004.png,no,no
seed0005.png,no,no
seed0006.png,no,no
seed0007.png,no,no
seed0008.png,no,no
seed0009.png,no,no
seed0010.png,no,no
seed0011.png,no,no
seed0012.png,no,no
seed0013.png,yes,yes
seed0014.png,no,no
seed0015.png,no,no
seed0016.png,yes,yes
seed0017.png,no,no
seed0018.png,no,no
seed0019.png,yes,yes
seed0020.png,no,no
seed0021.png,yes,yes
seed0022.png,no,no
seed0023.png,no,no
seed0024.png,no,no
seed0025.png,no,no
seed0026.png,no,no
seed0027.png,yes,yes
seed0028.png,yes,yes
seed0029.png,no,no
seed0030.png,no,no
seed0031.png,yes,yes
seed0032.png,no,no
seed0033.png,yes,yes
seed0034.png,yes,yes
seed0035.png,no,no
seed0036.png,no,no
seed0037.png,no,no
seed0038.png,no,no
seed0039.png,yes,yes
seed0040.png,yes,yes
seed0041.png,no,no
seed0042.png,no,no
seed0043.png,yes,yes
seed0044.png,no,no
seed0045.png,no,no
seed0046.png,yes,yes
seed0047.png,no,no
seed0048.png,no,no
seed0049.png,yes,yes
seed0050.png,no,no
seed0051.png,yes,yes
seed0052.png,no,no
seed0053.png,yes,yes
seed0054.png,yes,yes
seed0055.png,no,no
seed0056.png,no,no
seed0057.png,no,no
seed0058.png,no,no
seed0059.png,yes,yes
seed0060.png,no,no
seed0061.png,no,no
seed0062.png,yes,yes
seed0063.png,no,no
seed0064.png,yes,yes
seed0065.png,no,no
seed0066.png,yes,yes
seed0067.png,no,no
seed0068.png,yes,yes
seed0069.png,yes,yes
seed0070.png,yes,yes
seed0071.png,no,no
seed0072.png,no,no
seed0073.png,no,no
seed0074.png,no,no
seed0075.png,no,no
seed0076.png,no,no
seed0077.png,no,no
seed0078.png,no,no
seed0079.png,yes,yes
seed0080.png,yes,yes
seed0081.png,no,no
seed0082.png,no,no
seed0083.png,yes,yes
seed0084.png,no,no
seed0085.png,no,no
seed0086.png,no,no
seed0087.png,no,no
seed0088.png,yes,yes
seed0089.png,no,no
seed0090.png,no,no
seed0091.png,yes,yes
seed0092.png,no,no
seed0093.png,no,no
seed0094.png,yes,yes
seed0095.png,no,no
seed0096.png,no,no
seed0097.png,no,no
seed0098.png,no,no
seed0099.png,yes,yes
seed0100.png,no,no
seed0101.png,no,no
seed0102.png,yes,yes
seed0103.png,no,no
seed0104.png,yes,yes
seed0105.png,no,no
seed0106.png,no,no
seed0107.png,no,no
seed0108.png,no,no
seed0109.png,yes,yes
seed0110.png,yes,yes
seed0111.png,yes,yes
seed0112.png,no,no
seed0113.png,no,no
seed0114.png,no,no
seed0115.png,yes,yes
seed0116.png,no,no
seed0117.png,no,no
seed0118.png,yes,yes
seed0119.png,no,no
seed0120.png,no,no
seed0121.png,yes,yes
seed0122.png,no,no
seed0123.png,yes,yes
seed0124.png,no,no
seed0125.png,yes,yes
seed0126.png,no,no
seed0127.png,yes,yes
seed0128.png,no,no
seed0129.png,yes,yes
seed0130.png,yes,yes
seed0131.png,no,no
seed0132.png,no,no
seed0133.png,no,no
seed0134.png,no,no
seed0135.png,yes,yes
seed0136.png,no,no
seed0137.png,no,no
seed0138.png,yes,yes
seed0139.png,no,no
seed0140.png,yes,yes
seed0141.png,no,no
seed0142.png,yes,yes
seed0143.png,yes,yes
seed0144.png,no,no
seed0145.png,yes,yes
seed0146.png,no,no
seed0147.png,no,no
seed0148.png,no,no
seed0149.png,no,no
seed0150.png,yes,yes
seed0151.png,yes,yes
seed0152.png,yes,yes
seed0153.png,yes,yes
seed0154.png,no,no
seed0155.png,yes,yes
seed0156.png,no,no
seed0157.png,no,no
seed0158.png,yes,yes
seed0159.png,yes,yes
seed0160.png,no,no
seed0161.png,yes,yes
seed0162.png,no,no
seed0163.png,yes,yes
seed0164.png,no,no
seed0165.png,no,no
seed0166.png,yes,yes
seed0167.png,yes,yes
seed0168.png,no,no
seed0169.png,yes,yes
seed0170.png,no,no
seed0171.png,no,no
seed0172.png,no,no
seed0173.png,yes,yes
seed0174.png,no,no
seed0175.png,yes,yes
seed0176.png,no,no
seed0177.png,yes,yes
seed0178.png,yes,yes
seed0179.png,yes,yes
seed0180.png,no,no
seed0181.png,yes,yes
seed0182.png,no,no
seed0183.png,no,no
seed0184.png,yes,yes
seed0185.png,no,no
seed0186.png,no,no
seed0187.png,yes,yes
seed0188.png,no,no
seed0189.png,no,no
seed0190.png,yes,yes
seed0191.png,no,no
seed0192.png,yes,yes
seed0193.png,no,no
seed0194.png,yes,yes
seed0195.png,yes,yes
seed0196.png,yes,yes
seed0197.png,yes,yes
seed0198.png,no,no
seed0199.png,no,no
seed0200.png,yes,yes
seed0201.png,no,no
seed0202.png,no,no
seed0203.png,yes,yes
seed0204.png,yes,yes
seed0205.png,no,no
seed0206.png,no,no
seed0207.png,no,no
seed0208.png,yes,yes
seed0209.png,yes,yes
seed0210.png,no,no
seed0211.png,yes,yes
seed0212.png,no,no
seed0213.png,no,no
seed0214.png,yes,yes
seed0215.png,no,no
seed0216.png,no,no
seed0217.png,yes,yes
seed0218.png,yes,yes
seed0219.png,yes,yes
seed0220.png,no,no
seed0221.png,yes,yes
seed0222.png,no,no
seed0223.png,yes,yes
seed0224.png,yes,yes
seed0225.png,yes,yes
seed0226.png,yes,yes
seed0227.png,yes,yes
seed0228.png,yes,yes
seed0229.png,no,no
seed0230.png,yes,yes
seed0231.png,yes,yes
seed0232.png,no,no
seed0233.png,no,no
seed0234.png,yes,yes
seed0235.png,no,no
seed0236.png,no,no
seed0237.png,no,no
seed0238.png,no,no
seed0239.png,yes,yes
seed0240.png,no,no
seed0241.png,no,no
seed0242.png,no,no
seed0243.png,no,no
seed0244.png,yes,yes
seed0245.png,yes,yes
seed0246.png,yes,yes
seed0247.png,yes,yes
seed0248.png,no,no
seed0249.png,no,no
seed0250.png,yes,yes
seed0251.png,no,no
seed0252.png,yes,yes
seed0253.png,no,no
seed0254.png,no,no
seed0255.png,yes,yes
seed0256.png,no,no
seed0257.png,no,no
seed0258.png,no,no
seed0259.png,no,no
seed0260.png,no,no
seed0261.png,no,no
seed0262.png,yes,yes
seed0263.png,yes,yes
seed0264.png,yes,yes
seed0265.png,yes,yes
seed0266.png,yes,yes
seed0267.png,no,no
seed0268.png,yes,yes
seed0269.png,yes,yes
seed0270.png,no,no
seed0271.png,yes,yes
seed0272.png,no,no
seed0273.png,no,no
seed0274.png,no,no
seed0275.png,yes,yes
seed0276.png,yes,yes
seed0277.png,yes,yes
seed0278.png,no,no
seed0279.png,yes,yes
seed0280.png,no,no
seed0281.png,yes,yes
seed0282.png,no,no
seed0283.png,no,no
seed0284.png,no,no
seed0285.png,yes,yes
seed0286.png,no,no
seed0287.png,no,no
seed0288.png,no,no
seed0289.png,no,no
seed0290.png,no,no
seed0291.png,yes,yes
seed0292.png,yes,yes
seed0293.png,yes,yes
seed0294.png,no,no
seed0295.png,no,no
seed0296.png,yes,yes
seed0297.png,yes,yes
seed0298.png,yes,yes
seed0299.png,yes,yes
seed0300.png,no,no
seed0301.png,no,no
seed0302.png,yes,yes
seed0303.png,no,no
seed0304.png,no,no
seed0305.png,yes,yes
seed0306.png,no,no
seed0307.png,no,no
seed0308.png,no,no
seed0309.png,no,no
seed0310.png,yes,yes
seed0311.png,yes,yes
seed0312.png,no,no
seed0313.png,no,no
seed0314.png,no,no
seed0315.png,no,no
seed0316.png,yes,yes
seed0317.png,no,no
seed0318.png,no,no
seed0319.png,yes,yes
seed0320.png,yes,yes
seed0321.png,no,no
seed0322.png,yes,yes
seed0323.png,no,no
seed0324.png,yes,yes
seed0325.png,yes,yes
seed0326.png,no,no
seed0327.png,no,no
seed0328.png,no,no
seed0329.png,yes,yes
seed0330.png,no,no
seed0331.png,no,no
